group,activity,value,card,url,taxonomy,explanation,explanationcard
Remember,Flipped classroom,100,"cards/flippedclassroom.png","activities/flippedclassroom.html"
Remember,Student-led Questionnaire,50,"cards/studentledquestionnaire.png","activities/studentledquestionnaire.html"
Remember,Free Component,50,"cards/freecomponent.png","activities/freecomponent.html"
Activate,Local customs and manners,100,"cards/localcustomsandmanners.png","activities/localcustoms.html"
Activate,Video Analysis,0,"cards/videoanalysis.png","activities/videoanalysis.html"
Activate,Group formation,100,"cards/groupformation.png","activities/groupformation.html"
Activate,Peer assessment,50,"cards/peerassessment.png","activities/peerassessment.html"
Activate,SOS Mentimeter,100,"cards/focussosmentimeter.png","activities/sosmentimeter.html"
Activate,Breakout Pitches,100,"cards/breakoutpitches.png","activities/breakoutpitches.html"
Activate,Open Exam,50,"cards/openexam.png","activities/openexam.html"
Activate,Touch Blue,100,"cards/touchblue.png","activities/touchblue.html"
Activate,Appreciation Circle,100,"cards/appreciationcircle.png","activities/appreciationcircle.html"
Activate,Flipped classroom,50,"cards/flippedclassroom.png","activities/flippedclassroom.html"
Activate,Student-led Questionnaire,50,"cards/studentledquestionnaire.png","activities/studentledquestionnaire.html"
Activate,Free Component,50,"cards/freecomponent.png","activities/freecomponent.html"
